ID;conc1_s1;conceito1;conc2_s1;conceito2;conc3_s1;conceito3;conc4_s1;conceito4;conc5_s1;conceito5;conc6_s1;conceito6;l1;l2;l3;l4;l5;l6;l7;l8;l9;l10;l11;l12;l13;l14;l15;l16;l17;nivel_conh_EC;regiao_geografica;estado_resid;genero_1M;grad_area;espec_area;se_mestre_contabeis_1s;mestrado_area;se_doutor_cont_1s;doutor_area;Mest_antes2007_1s;mestr_tempo_concl;Dout_antes2007_1s;doutor_tempo_concl;docenciaantes2007_1s;docencia_tempo;cod_cursoatual_ies;ies_leciona_atual;Organ_acad_atual;cat_adm_atual;area_societaria;area_custos;area_gerencial;area_publica;area_teoria;area_etica;area_auditoria;area_pericia;area_tributaria;area_outra;mercado_atual;tempo_mercado;for_pedag;forped_Mapos2015;formped_Dapos2015;forped_curtapos2015;forped_longapos2015;certificac_atual;certif_crcatual;certif_outratual;regime_atual;public_atual;perc_aprovCFC;prec_reprovCFC;cod_curso2012ies;ies_leciona2012;Organ_acad2012;cat_adm2012;UF_ies2012;area12_eradocente;area12_societaria;area12_custos;area12_gerencial;area12_publica;area12_teoria;area12_etica;area12_auditoria;area12_pericia;area12_tributaria;area12_outra;mercado_2012;for_pedag;forped_Mate2015;formped_Dantes2015;forped_curtate2015;forped_longate2015;certificac_2012;certif_crc2012;certif_outra2012;regime_2012;public_2012;nota_brutaIDD;nota_brutaODP;nota_brutaIIE;nota_brutaOAF;nota_brutaMest;nota_bruta_Dout;nota_bruta_regime;nota_bruta_FG;nota_bruta_CE;Notaenade_societaria;Notaenade_custos;Notaenade_gerencial;Notaenade_publica;Notaenade_teoria;Notaenade_etica;Notaenade_auditoria;Notaenade_pericia;nota_bruta_geral;enade_cont;cpc_continuo;num_docentesenade;cpc_faixa;enade_faixa;inscritosCFC;presentesCFC;aprovadosCFC;reprovaosCFC;ausentesCFC
660;1;9;1;8;1;9;1;8;1;8;1;8;8;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;8;8;2;24;1;1;1;1;1;1;1;1;13;0;3;1;18;3837;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;1;3;1;0;0;0;0;0;0;0;0;0;1;12;1;0;0;0;0;1;1;0;1;10;37,87878788;62,12121212;3837;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;1;3;24;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;1;13;0,725758255;5,403820992;5,411654949;5,142490864;0,771929825;0,333333333;0,964912281;52,98026316;40,54868421;1,782894737;5,871710526;7,381578947;6,878289474;5,865131579;4,976973684;2,907894737;4,865131579;43,66842105;2,640581846;3,03669192;57;4;3;71;66;25;41;5
263;1;8;1;9;1;8;1;7;1;6;1;10;1;9;8;5;10;8;8;8;5;10;5;5;8;8;8;5;5;8;2;24;0;1;1;1;1;1;1;0;6;0;1;1;14;3837;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;1;3;0;1;1;0;0;0;0;0;0;1;1;18;1;0;0;0;0;1;1;0;1;6;37,87878788;62,12121212;3837;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;1;3;24;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;1;0;0,725758255;5,403820992;5,411654949;5,142490864;0,771929825;0,333333333;0,964912281;52,98026316;40,54868421;1,782894737;5,871710526;7,381578947;6,878289474;5,865131579;4,976973684;2,907894737;4,865131579;43,66842105;2,640581846;3,03669192;57;4;3;71;66;25;41;5
97;0;0;1;10;1;8;1;10;1;8;1;7;8;10;10;10;8;5;10;8;10;10;10;5;10;10;8;10;10;7;2;24;1;1;3;0;3;0;5;1;14;;;1;15;3837;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;1;3;0;1;0;0;0;0;0;0;0;0;3;8;1;0;0;1;0;0;0;0;3;0;37,87878788;62,12121212;3837;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;1;3;24;1;0;1;0;0;0;0;0;0;0;0;3;1;1;0;1;0;0;0;0;3;3;0,725758255;5,403820992;5,411654949;5,142490864;0,771929825;0,333333333;0,964912281;52,98026316;40,54868421;1,782894737;5,871710526;7,381578947;6,878289474;5,865131579;4,976973684;2,907894737;4,865131579;43,66842105;2,640581846;3,03669192;57;4;3;71;66;25;41;5
727;0;0;1;9;1;7;1;10;1;8;1;7;8;9;8;8;7;7;8;7;8;8;8;7;8;8;7;7;7;7;2;24;1;1;1;0;3;0;5;0;3;;;1;20;3842;UNIVERSIDADE DO OESTE DE SANTA CATARINA;1;2;1;1;0;0;0;0;0;0;0;0;1;15;1;0;0;1;0;1;1;0;1;2;43,75;56,25;3842;UNIVERSIDADE DO OESTE DE SANTA CATARINA;1;2;24;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;6;6;6;0,5;0,05;0,5;0;0;;;;;;;;;0;0;0;20;SC;SC;16;16;7;9;0
911;1;6;1;9;1;10;1;6;1;10;1;10;8;9;7;8;8;6;7;8;8;9;8;8;8;8;8;8;7;10;5;9;0;1;1;1;1;0;5;0;4;;;0;10;4073;UNIVERSIDADE DE RIO VERDE;1;2;1;0;0;0;1;1;0;0;0;0;1;12;1;0;0;1;0;1;1;0;3;1;41,42857143;58,57142857;4073;UNIVERSIDADE DE RIO VERDE;1;2;9;1;1;0;0;0;1;1;0;0;0;0;2;1;1;0;1;0;1;1;0;3;3;5,182251453;6;6;6;0,761904762;0,142857143;0,976190476;49,575;54,375;3,3625;7,0125;9,9875;7,4375;9,7625;5,3125;5,525;5,95;53,185;4,012461185;4,00245834;42;4;5;83;70;29;41;13
720;1;10;1;9;1;9;1;9;1;8;1;9;9,9;9;9;10;9;10;10;10;9;9;8;8;9;10;9;10;9;9;1;25;1;1;4;0;3;0;5;1;13;;;1;17;4272;Centro Universitário de Bauru;2;3;1;0;0;1;0;0;0;0;0;0;6;12;1;0;0;0;0;1;1;0;1;1;86,20689655;13,79310345;4272;Centro Universitário de Bauru;2;3;25;1;1;0;0;1;0;0;0;0;0;0;6;1;0;0;0;1;1;1;0;2;3;1,561376214;5,622134209;5,719047546;5,486122608;0,6;0,12;0,76;54,14705882;47,2;3,367647059;5,375;8;6,375;9,588235294;4,875;4,102941176;5,5;48,95;3,422217846;3,053348491;25;4;4;32;29;25;4;3
75;1;10;1;10;1;10;1;10;1;10;1;10;10;10;10;10;10;10;10;10;10;10;10;1;10;10;10;10;10;9;1;25;1;1;1;1;1;1;1;1;17;0;7;1;23;4344;FACULDADES ATIBAIA;3;3;1;0;0;0;1;0;0;0;0;0;5;45;1;0;1;0;0;0;0;0;2;6;38,29787234;61,70212766;;;;;;1;1;0;0;0;1;0;0;0;0;0;5;1;1;0;0;0;0;0;0;3;3;;;;;;;;;;;;;;;;;;;;;;;;111;94;36;58;17
197;1;10;1;8;1;10;1;7;1;7;1;7;7;9;8;5;2;6;9;5;7;9;10;8;10;9;4;7;8;7;1;13;0;1;1;1;1;0;5;0;-1;;;0;6;4491;FACULDADE DE CIÊNCIAS ECONÔMICAS DO TRIÂNGULO MINEIRO;3;3;0;1;0;1;0;0;0;0;0;1;6;25;1;1;0;0;0;1;1;0;3;0;40,81632653;59,18367347;4491;FACULDADE DE CIÊNCIAS ECONÔMICAS DO TRIÂNGULO MINEIRO;3;3;13;1;0;1;1;1;0;0;0;0;0;0;6;1;0;0;0;0;1;1;0;3;0;1,457032919;5,352972507;4,712459564;4,791666508;1;0,875;0,875;48,23125;40,375;2,25;6,375;7,96875;6,90625;6,125;3,71875;2,78125;4,25;42,35625;2,415482521;3,531304945;8;4;3;51;49;20;29;2
835;0;0;1;6;1;10;1;6;1;6;0;2;2;2;8;2;10;7;10;7;5;9;8;7;8;10;6;7;7;7;2;21;1;1;2;0;3;0;5;1;17;;;1;23;5309;CENTRO UNIVERSITÁRIO UNIVATES;2;3;1;0;0;0;0;0;0;0;0;0;5;41;1;0;0;1;0;1;1;0;1;1;51,28205128;48,71794872;5309;CENTRO UNIVERSITÁRIO UNIVATES;2;3;21;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;1;1;0;1;1;1,85572052;5,233173847;5,501465321;5,045609951;0,857142857;0,242857143;0,857142857;55,98526316;44,89263158;3,168421053;6,755263158;7,694736842;6,218421053;7,171052632;4,25;4,165789474;5,457894737;47,68;3,248364449;3,219660694;70;4;4;130;117;60;57;13
805;1;8;1;10;1;10;1;9;1;9;1;10;9;9;9;8;8;7;8;8;8;9,5;9;5;9;9,5;7;8;9;9;2;21;1;1;4;1;1;0;5;0;10;;;0;10;5309;CENTRO UNIVERSITÁRIO UNIVATES;2;3;1;0;0;0;0;0;0;0;0;0;2;20;1;0;0;1;0;1;1;0;2;10;51,28205128;48,71794872;5309;CENTRO UNIVERSITÁRIO UNIVATES;2;3;21;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;1;1;0;1;1;1,85572052;5,233173847;5,501465321;5,045609951;0,857142857;0,242857143;0,857142857;55,98526316;44,89263158;3,168421053;6,755263158;7,694736842;6,218421053;7,171052632;4,25;4,165789474;5,457894737;47,68;3,248364449;3,219660694;70;4;4;130;117;60;57;13
678;0;0;1;8;1;10;1;5;1;5;1;7;10;10;5;5;10;;9;;10;0;8;5;9;10;10;5;5;7;2;21;1;1;1;1;1;0;5;1;13;;;1;37;5309;CENTRO UNIVERSITÁRIO UNIVATES;2;3;0;1;1;0;1;0;0;0;0;0;5;47;1;0;0;0;0;1;1;0;3;0;51,28205128;48,71794872;5309;CENTRO UNIVERSITÁRIO UNIVATES;2;3;21;1;0;0;1;0;0;0;0;0;0;0;5;1;0;0;1;0;1;1;0;2;0;1,85572052;5,233173847;5,501465321;5,045609951;0,857142857;0,242857143;0,857142857;55,98526316;44,89263158;3,168421053;6,755263158;7,694736842;6,218421053;7,171052632;4,25;4,165789474;5,457894737;47,68;3,248364449;3,219660694;70;4;4;130;117;60;57;13
347;0;1;1;10;1;10;1;8;1;9;1;10;10;10;8;9;8;9;8;8;8;10;10;8;10;10;7;8;8;9;1;25;1;3;1;0;3;0;5;1;18;;;1;20;5576;CENTRO UNIVERSITÁRIO MOURA LACERDA;2;3;1;1;0;0;0;0;0;0;0;0;3;20;1;0;0;0;0;1;1;0;1;1;45,76271186;54,23728814;5576;CENTRO UNIVERSITÁRIO MOURA LACERDA;2;3;25;1;1;1;0;0;0;0;0;0;0;0;3;1;1;0;0;0;1;1;0;1;1;0,171108633;5,584082127;5,553045273;5,147093773;0,913043478;0,304347826;0,391304348;52,63939394;41,29545455;2,696969697;6,568181818;7,083333333;5,859848485;6,65530303;4,378787879;3,018939394;5,022727273;44,14090909;2,707869768;2,812183917;23;3;3;134;118;54;64;16
66;1;6;1;9;1;5;1;6;1;7;1;5;6;8;8;8;8;8;6;5;8;8;8;8;8;8;8;8;8;7;1;25;1;1;2;0;3;0;5;1;18;;;1;20;5692;CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ;2;3;1;0;0;0;0;0;0;0;0;0;1;30;0;0;0;0;0;1;1;0;3;2;42,26804124;57,73195876;5692;CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ;2;3;25;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;-0,580029249;4,552526951;4,078701973;3,740408897;0,611111111;0,083333333;0,055555556;49,13608247;36,88453608;1,858247423;4,425257732;7,798969072;4,819587629;6,786082474;3,592783505;3,559278351;4,030927835;39,95876289;2,071110249;1,781271173;36;2;3;112;97;41;56;15
871;1;5;1;9;1;8;1;7;1;7;1;8;8;5;10;5;5;5;10;5;5;5;10;10;5;10;7;5;10;7;1;25;1;1;5;1;1;1;1;1;23;1;19;1;25;5718;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;2;3;0;0;1;0;0;0;0;0;0;0;8;30;1;0;0;0;0;1;1;0;1;4;73,37278107;26,62721893;5718;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;2;3;25;1;0;0;1;0;0;0;0;0;0;0;8;1;1;0;0;0;1;1;0;1;9;0,672020674;5,415949821;5,610908508;5,099674702;0,965517241;0,431034483;0,5;59,45432099;52,3617284;4,518442623;6,845286885;8,987704918;5,660860656;11,23053279;4,633196721;5,331967213;5,173155738;54,14938272;4,219750881;3,345740415;58;4;5;390;338;248;90;52
496;1;9,5;1;9;1;9;1;10;1;10;1;10;5;10;7,5;7,5;10;0;10;7,5;10;10;10;10;10;10;10;7,5;7,5;9;1;25;1;1;5;1;1;0;4;1;15;0;8;1;18;5718;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;2;3;1;1;0;0;0;0;0;0;0;0;2;20;1;0;1;0;0;1;1;0;1;0;73,37278107;26,62721893;5718;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;2;3;25;1;1;1;0;0;0;0;0;0;0;0;2;1;1;0;0;1;1;1;0;1;0;0,672020674;5,415949821;5,610908508;5,099674702;0,965517241;0,431034483;0,5;59,45432099;52,3617284;4,518442623;6,845286885;8,987704918;5,660860656;11,23053279;4,633196721;5,331967213;5,173155738;54,14938272;4,219750881;3,345740415;58;4;5;390;338;248;90;52
483;1;10;1;9;1;10;1;9;1;10;1;8;9;10;10;9;10;9;10;9;10;10;6;10;10;10;10;8;10;5;1;25;0;2;1;1;1;0;5;0;-1;;;0;5;5718;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;2;3;0;0;0;0;0;0;0;1;0;0;4;16;1;1;0;0;0;1;1;0;3;0;73,37278107;26,62721893;5718;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;2;3;25;1;0;0;0;0;0;0;0;1;0;0;4;1;0;0;0;0;1;1;0;3;0;0,672020674;5,415949821;5,610908508;5,099674702;0,965517241;0,431034483;0,5;59,45432099;52,3617284;4,518442623;6,845286885;8,987704918;5,660860656;11,23053279;4,633196721;5,331967213;5,173155738;54,14938272;4,219750881;3,345740415;58;4;5;390;338;248;90;52
459;1;10;1;10;1;10;1;10;1;10;1;10;7;0;10;2;10;0;2;0;0;0;10;8;10;10;8;10;10;8;1;25;0;2;1;1;1;0;5;0;4;;;0;5;5718;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;2;3;1;1;1;0;0;0;0;0;0;0;4;10;0;0;0;0;0;1;1;0;3;0;73,37278107;26,62721893;5718;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;2;3;25;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0,672020674;5,415949821;5,610908508;5,099674702;0,965517241;0,431034483;0,5;59,45432099;52,3617284;4,518442623;6,845286885;8,987704918;5,660860656;11,23053279;4,633196721;5,331967213;5,173155738;54,14938272;4,219750881;3,345740415;58;4;5;390;338;248;90;52
426;1;10;1;10;1;10;1;10;1;10;1;10;5;0;10;5;10;10;10;10;5;10;5;10;10;10;10;5;10;8;1;25;1;1;3;1;1;0;5;0;7;;;0;5;5718;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;2;3;1;0;1;0;0;0;0;0;0;0;5;40;0;0;0;0;0;0;0;0;3;0;73,37278107;26,62721893;5718;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;2;3;25;1;1;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;3;1;0,672020674;5,415949821;5,610908508;5,099674702;0,965517241;0,431034483;0,5;59,45432099;52,3617284;4,518442623;6,845286885;8,987704918;5,660860656;11,23053279;4,633196721;5,331967213;5,173155738;54,14938272;4,219750881;3,345740415;58;4;5;390;338;248;90;52
189;1;10;1;10;1;10;1;10;1;10;1;10;8;10;10;10;10;10;10;10;10;10;8;8;10;10;10;10;10;7;1;25;1;1;4;1;1;1;1;1;26;1;19;1;28;5718;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;2;3;0;0;1;0;0;0;0;1;0;1;4;43;1;0;0;0;0;1;1;0;1;20;73,37278107;26,62721893;5718;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;2;3;25;1;0;0;1;0;0;0;0;1;0;1;4;1;0;0;0;1;1;1;0;1;30;0,672020674;5,415949821;5,610908508;5,099674702;0,965517241;0,431034483;0,5;59,45432099;52,3617284;4,518442623;6,845286885;8,987704918;5,660860656;11,23053279;4,633196721;5,331967213;5,173155738;54,14938272;4,219750881;3,345740415;58;4;5;390;338;248;90;52
504;1;8;1;6,5;1;9,5;1;8,5;1;7,5;0;3,5;6;9;5;5,5;7,5;7,5;7;8;3,5;9;8;;9;8;7,5;4,5;9;8;1;25;1;1;5;1;1;0;5;0;-1;;;0;1;5718;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;2;3;1;0;1;0;0;0;0;0;0;0;3;8;1;1;0;0;0;1;1;0;3;0;73,37278107;26,62721893;;;;;;0;0;0;0;0;0;0;0;0;0;0;;1;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;390;338;248;90;52
943;1;9;1;9;1;10;1;9;1;10;1;10;0;5;5;8;7;5;10;10;8;9;10;10;7;10;9;8;7;8;1;25;0;1;5;1;1;1;1;1;13;0;2;1;11;6393;UNIVERSIDADE METODISTA DE PIRACICABA;1;3;1;1;1;0;0;0;0;0;0;0;1;10;1;0;1;0;0;1;1;0;1;3;47,11538462;52,88461538;6393;UNIVERSIDADE METODISTA DE PIRACICABA;1;3;25;1;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;3;3;-0,280790269;5,001541615;4,999368668;4,784881115;0,96;0,32;0,32;50,00517241;40,47241379;3,228448276;5,715517241;7,840517241;6,155172414;6,715517241;3,590517241;2,956896552;4,25;42,86724138;2,503140926;2,55386515;25;3;3;112;104;49;55;8
590;0;0;1;10;1;10;1;5;1;10;1;10;0;5;10;0;0;0;10;0;10;10;10;5;10;10;0;0;10;8;1;25;0;1;2;0;3;0;5;1;13;;;0;10;6393;UNIVERSIDADE METODISTA DE PIRACICABA;1;3;1;1;1;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;0;0;1;0;47,11538462;52,88461538;6393;UNIVERSIDADE METODISTA DE PIRACICABA;1;3;25;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;-0,280790269;5,001541615;4,999368668;4,784881115;0,96;0,32;0,32;50,00517241;40,47241379;3,228448276;5,715517241;7,840517241;6,155172414;6,715517241;3,590517241;2,956896552;4,25;42,86724138;2,503140926;2,55386515;25;3;3;112;104;49;55;8
577;1;8;1;10;1;8;1;9;1;10;1;10;8;10;10;8;9;10;10;10;8;10;10;8;10;10;8;8;10;8;2;21;1;1;1;0;5;0;5;;;;;1;14;6997;UNIVERSIDADE NORTE DO PARANÁ;1;3;1;1;1;0;1;0;0;0;0;0;2;36;0;0;0;0;0;1;1;0;3;0;18,59688196;81,40311804;18510;UNIVERSIDADE DA REGIÃO DA CAMPANHA;1;3;21;1;1;0;1;0;1;0;1;0;0;0;2;0;0;0;0;0;1;1;0;3;0;-0,691177845;5,118577003;4,574960232;4,300751686;0,714285714;0,214285714;0,5;53,55882353;35,42941176;1,75;5,5;6,5;6;4,191176471;3,5;2,970588235;5;39,97647059;2,103039742;2,254782348;14;3;3;1063;898;167;731;165
353;0;0;1;8;1;10;1;8;1;10;1;10;10;10;10;10;10;10;10;7;10;10;10;0;10;10;10;10;10;8;1;13;1;1;3;0;4;0;5;0;2;;;1;15;7056;FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E CONTÁBEIS DE DIVINÓPOLIS;3;3;0;1;0;0;0;0;0;0;0;0;2;21;1;0;0;0;0;1;1;0;2;0;37,5;62,5;7056;FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E CONTÁBEIS DE DIVINÓPOLIS;3;3;13;1;0;1;0;0;0;0;0;0;0;0;2;1;1;0;1;1;1;1;0;3;0;0,481024623;5,923696041;5,909460545;5,880487919;0,777777778;0,222222222;0,444444444;53,7775;43,745;2,4;6,5875;8,075;6,5875;6,7375;4,675;3,4625;5,20625;46,27;3,026460648;2,925368894;18;3;4;119;112;42;70;7
225;1;7;1;8;1;8;0;4;0;4;1;7;;5;8;6;9;4;4;6;6;8;7;6;8;8;8;7;3;5;1;13;1;4;5;1;1;0;5;0;0;;;;0;7119;UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS;1;3;1;1;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;3;2;43,15789474;56,84210526;;;;;;0;0;0;0;0;0;0;0;0;0;0;;1;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;104;95;41;54;9
977;1;5;1;8;1;9;1;7;1;8;1;8;9;9;8;8;8;8;8;8;8;8;8;9;9;4;8;8;9;10;1;13;1;1;1;0;3;0;5;0;7;;;1;13;7620;CENTRO UNIVERSITÁRIO UNA;2;3;1;1;1;0;1;0;1;0;1;0;5;20;1;0;0;0;0;1;1;0;3;1;39,87603306;60,12396694;88887;FACULDADE DE ENSINO DE MINAS GERAIS;3;3;13;1;1;1;1;0;0;0;1;0;0;0;5;1;1;0;1;0;1;1;0;3;1;0;5,444098473;5,250727177;4,624801636;0,4;0;0,5;0;0;3,010416667;4,072916667;6,552083333;4,427083333;5,822916667;3,364583333;1,541666667;3,71875;0;0;0;10;SC;SC;530;484;193;291;46
150;0;0;1;10;1;10;0;0;1;8;1;10;0;7;0;10;10;10;10;10;10;10;10;0;10;10;10;10;10;8;4;15;0;1;5;1;1;1;1;0;2;;-3;0;1;7685;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA;2;3;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;2;2;40;60;;;;;;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;281;255;102;153;26
446;1;10;1;7;1;7;1;8;1;8;1;10;8;8;8;8;5;6;5;6;5;9;9;5;9;8;7;8;8;8;1;13;1;1;1;1;1;0;5;0;6;;;1;23;7770;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;2;3;0;0;0;1;0;0;0;0;0;0;6;20;1;0;0;1;0;1;1;0;1;1;30;70;7770;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;2;3;13;1;0;0;0;1;0;0;0;0;0;0;6;1;0;0;1;0;1;1;0;1;2;0,263744593;5,28808403;5,207018375;5,087601185;0,84;0,2;0,84;54,94811321;40,1245283;2,375;5,452830189;7,41745283;5,893867925;6,985849057;4,169811321;2,844339623;4,971698113;43,84056604;2,679329157;2,793282252;25;3;3;180;170;51;119;10
194;0;0;1;8;1;8;0;0;0;0;0;0;0;3;9;2;10;10;9;9;3;8;3;0;8;0;7;0;8;10;1;13;1;1;2;1;1;0;5;0;-1;;;1;15;7770;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;2;3;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;30;70;7770;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;2;3;13;1;0;0;1;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;3;0;0,263744593;5,28808403;5,207018375;5,087601185;0,84;0,2;0,84;54,94811321;40,1245283;2,375;5,452830189;7,41745283;5,893867925;6,985849057;4,169811321;2,844339623;4,971698113;43,84056604;2,679329157;2,793282252;25;3;3;180;170;51;119;10
400;1;6;1;10;1;10;1;8;1;8;1;9;10;10;10;10;8;10;10;10;10;10;10;10;10;10;10;10;10;8;1;13;0;1;1;1;1;0;5;0;2;;;0;1;7770;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;2;3;0;1;1;1;0;0;0;0;0;0;6;1;1;0;0;0;0;1;1;0;3;1;30;70;;;;;;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;180;170;51;119;10
722;1;10;1;10;1;10;1;9;1;10;1;9;2;10;10;9;2;8;10;10;9;10;1;5;3;8;10;9;8;9;1;13;1;1;2;1;1;0;5;0;1;;;0;4;7836;Universidade Estadual de Montes Claros;1;2;1;0;0;0;1;0;1;1;0;0;5;5;1;1;0;0;0;1;1;0;1;0;47,95321637;52,04678363;7836;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;1;2;13;1;0;0;0;0;0;0;1;1;0;0;3;1;0;0;0;0;1;1;0;1;0;1,131391168;4,803582668;3,879845619;3,936657667;0,605263158;0,157894737;1;61,014;50,332;4,17;5,865;9,01;7,905;9,27;5,44;3,315;5,355;53,012;4,064329624;2,908291941;38;3;5;188;171;82;89;17
698;1;9;1;5;1;7;1;8;1;5;1;5;3;3;8;9;5;2;7;3;3;8;8;7;9;8;3;10;3;7;1;13;1;2;1;1;1;0;5;1;14;;;1;18;7836;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;1;2;0;1;1;0;0;0;0;0;0;0;1;12;1;0;0;0;0;1;1;0;1;0;47,95321637;52,04678363;7836;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;1;2;13;1;0;1;1;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;1;0;1,131391168;4,803582668;3,879845619;3,936657667;0,605263158;0,157894737;1;61,014;50,332;4,17;5,865;9,01;7,905;9,27;5,44;3,315;5,355;53,012;4,064329624;2,908291941;38;3;5;188;171;82;89;17
902;0;0;1;9;1;8;1;8;1;7;1;9;7;8;8;2;6;2;10;2;2;10;4;7;10;10;7;2;8;9;1;25;1;1;1;1;1;0;2;0;10;0;2;1;13;7938;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;2;3;0;0;1;0;0;0;0;0;0;0;2;25;1;0;0;0;0;1;1;0;1;2;32,77419355;67,22580645;5718;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;2;3;25;1;1;0;1;0;0;0;0;0;0;0;2;1;1;0;0;0;1;1;0;3;7;0,672020674;5,415949821;5,610908508;5,099674702;0,965517241;0,431034483;0,5;59,45432099;52,3617284;4,518442623;6,845286885;8,987704918;5,660860656;11,23053279;4,633196721;5,331967213;5,173155738;54,14938272;4,219750881;3,345740415;58;4;5;875;775;254;521;100
471;0;0;1;10;1;10;0;0;0;0;1;5;5;10;0;10;0;10;10;10;10;10;10;10;10;10;0;0;10;8;1;25;0;1;2;1;1;0;5;0;0;;;1;15;7938;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;2;3;1;0;0;0;1;1;0;0;0;0;2;28;1;1;0;0;0;1;1;0;3;1;32,77419355;67,22580645;7938;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;2;3;25;1;1;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;1;1;0;3;0;0,756776452;4,858314514;4,097539902;3,777112246;0,804347826;0,347826087;0,793478261;52,26721311;42,19180328;2,823770492;6,479508197;7,663934426;6,06147541;6,885245902;4,110655738;3,213114754;4,946721311;44,71803279;2,790239096;2,787885653;92;3;3;875;775;254;521;100
